horizon,v1_mse,v2_mse,mse_delta_pct,v1_diracc,v2_diracc_reg,v2_diracc_dir_head,best_v2_diracc,diracc_delta_pp_best
t+1,0.0002732644206844,0.0002076436794595793,-24.013642559273308,0.4962726304579339,0.516506922257721,0.5239616613418531,0.5239616613418531,2.7689030883919163
t+3,0.0007017191965132,0.0006405309541150928,-8.71976179391242,0.56975505857295,0.4504792332268371,0.5548455804046858,0.5548455804046858,-1.4909478168264156
t+5,0.000998007832095,0.0011557163670659065,15.802334400507412,0.5814696485623003,0.582534611288605,0.582534611288605,0.582534611288605,0.10649627263046302
