model,horizon,mse,mae,directional_accuracy,n
mohamed_v2_reg,t+1,0.0002076436794595793,0.01084867212921381,0.516506922257721,939
mohamed_v2_reg,t+3,0.0006405309541150928,0.01998455449938774,0.4504792332268371,939
mohamed_v2_reg,t+5,0.0011557163670659065,0.025471143424510956,0.582534611288605,939
