model,horizon,mse,mae,directional_accuracy,n,price_mse,price_mae,price_rmse
persistence,t+1,0.00019791368686128408,0.010494053363800049,0.0,939,24.47000650062174,3.750298090763113,4.946716739476978
persistence,t+3,0.0005782907828688622,0.018401741981506348,0.0,939,72.39699707784682,6.615548845805046,8.50864249324455
persistence,t+5,0.0009089584345929325,0.0235565435141325,0.0,939,114.70079699175136,8.488498220555444,10.709845796824125
