horizon,model,date,equity
t+1,baseline,2023-06-05,10227.481995934766
t+1,baseline,2023-06-06,10225.752990623845
t+1,baseline,2023-06-07,10052.269396450323
t+1,baseline,2023-06-08,10177.05062939368
t+1,baseline,2023-06-09,10215.955006009046
t+1,baseline,2023-06-12,10388.574096693597
t+1,baseline,2023-06-13,10468.40031438337
t+1,baseline,2023-06-14,10544.479182548292
t+1,baseline,2023-06-15,10670.125796358747
t+1,baseline,2023-06-16,10602.979532423517
t+1,baseline,2023-06-20,10573.297103324334
t+1,baseline,2023-06-21,10429.207465646276
t+1,baseline,2023-06-22,10552.260579379898
t+1,baseline,2023-06-23,10447.651368885965
t+1,baseline,2023-06-26,10307.595787336457
t+1,baseline,2023-06-27,10484.825866813733
t+1,baseline,2023-06-28,10505.287227426708
t+1,baseline,2023-06-29,10484.24982476374
t+1,baseline,2023-06-30,10645.918852041765
t+1,baseline,2023-07-03,10670.990308255847
t+1,baseline,2023-07-05,10670.701847564425
t+1,baseline,2023-07-06,10589.435081486276
t+1,baseline,2023-07-07,10554.277176771071
t+1,baseline,2023-07-10,10557.73518730881
t+1,baseline,2023-07-11,10609.896445131144
t+1,baseline,2023-07-12,10743.899632514833
t+1,baseline,2023-07-13,10926.316717914764
t+1,baseline,2023-07-14,10924.011670787326
t+1,baseline,2023-07-17,11026.026499698079
t+1,baseline,2023-07-18,11116.226747681838
t+1,baseline,2023-07-19,11113.633239764507
t+1,baseline,2023-07-20,10857.442330694917
t+1,baseline,2023-07-21,10824.877933584066
t+1,baseline,2023-07-24,10842.16886581852
t+1,baseline,2023-07-25,10915.654227943689
t+1,baseline,2023-07-26,10879.34335933074
t+1,baseline,2023-07-27,10853.407400002312
t+1,baseline,2023-07-28,11051.098826328924
t+1,baseline,2023-07-31,11056.861883809257
t+1,baseline,2023-08-01,11031.214387343474
t+1,baseline,2023-08-02,10789.143986539813
t+1,baseline,2023-08-03,10771.853054661164
t+1,baseline,2023-08-04,10721.421683675
t+1,baseline,2023-08-07,10812.197973797643
t+1,baseline,2023-08-08,10720.268719199566
t+1,baseline,2023-08-09,10602.4035015628
t+1,baseline,2023-08-10,10621.999480716104
t+1,baseline,2023-08-11,10554.27717698839
t+1,baseline,2023-08-14,10672.719312629824
t+1,baseline,2023-08-15,10559.465069433232
t+1,baseline,2023-08-16,10447.651377406612
t+1,baseline,2023-08-17,10442.427551717908
t+1,baseline,2023-08-18,10442.427551717908
t+1,baseline,2023-08-21,10605.364732725953
t+1,baseline,2023-08-22,10590.210368447777
t+1,baseline,2023-08-23,10757.202771795924
t+1,baseline,2023-08-24,10527.260043600018
t+1,baseline,2023-08-25,10608.861837576022
t+1,baseline,2023-08-28,10688.715973594093
t+1,baseline,2023-08-29,10922.155803962421
t+1,baseline,2023-08-30,10983.065873102614
t+1,baseline,2023-08-31,11015.998311156909
t+1,baseline,2023-09-01,11004.341039118806
t+1,baseline,2023-09-05,11018.330299529864
t+1,baseline,2023-09-06,10921.28153363433
t+1,baseline,2023-09-07,10843.176835881042
t+1,baseline,2023-09-08,10858.331201021085
t+1,baseline,2023-09-11,10986.272137483218
t+1,baseline,2023-09-12,10864.451996816624
t+1,baseline,2023-09-13,10905.83544466808
t+1,baseline,2023-09-14,10995.01485918392
t+1,baseline,2023-09-15,10806.747294013514
t+1,baseline,2023-09-18,10802.37592830245
t+1,baseline,2023-09-19,10779.352215318273
t+1,baseline,2023-09-20,10624.017088600507
t+1,baseline,2023-09-21,10429.337010950801
t+1,baseline,2023-09-22,10430.794725870821
t+1,baseline,2023-09-25,10480.338352042112
t+1,baseline,2023-09-26,10322.962958229378
t+1,baseline,2023-09-27,10347.152663917968
t+1,baseline,2023-09-28,10433.709261824784
t+1,baseline,2023-09-29,10441.285999210077
t+1,baseline,2023-10-02,10528.426042615194
t+1,baseline,2023-10-03,10343.655568137332
t+1,baseline,2023-10-04,10484.418884865674
t+1,baseline,2023-10-05,10453.526713392954
t+1,baseline,2023-10-06,10628.680185081868
t+1,baseline,2023-10-09,10682.886901424616
t+1,baseline,2023-10-10,10742.048423431806
t+1,baseline,2023-10-11,10818.696296237704
t+1,baseline,2023-10-12,10781.10077081676
t+1,baseline,2023-10-13,10645.583094485186
t+1,baseline,2023-10-16,10765.946408788455
t+1,baseline,2023-10-17,10730.682873124306
t+1,baseline,2023-10-18,10589.918667107151
t+1,baseline,2023-10-19,10490.830526537062
t+1,baseline,2023-10-20,10334.329406433237
t+1,baseline,2023-10-23,10365.513298795919
t+1,baseline,2023-10-24,10466.34999235948
t+1,baseline,2023-10-25,10210.17727564867
t+1,baseline,2023-10-26,10015.498069780877
t+1,baseline,2023-10-27,10063.584873250133
t+1,baseline,2023-10-30,10176.954000002857
t+1,baseline,2023-10-31,10225.623355878235
t+1,baseline,2023-11-01,10403.107930644484
t+1,baseline,2023-11-02,10591.958946417724
t+1,baseline,2023-11-03,10716.40190222936
t+1,baseline,2023-11-06,10760.117340243989
t+1,baseline,2023-11-07,10861.829197387478
t+1,baseline,2023-11-08,10868.823382883533
t+1,baseline,2023-11-09,10785.181322148937
t+1,baseline,2023-11-10,11027.656483786091
t+1,baseline,2023-11-13,10993.266330112841
t+1,baseline,2023-11-14,11229.912413212991
t+1,baseline,2023-11-15,11238.364313594155
t+1,baseline,2023-11-16,11247.982207791334
t+1,baseline,2023-11-17,11250.605027245276
t+1,baseline,2023-11-20,11387.579532916792
t+1,baseline,2023-11-21,11321.423825788112
t+1,baseline,2023-11-22,11367.762083634563
t+1,baseline,2023-11-24,11351.73344616179
t+1,baseline,2023-11-27,11341.824720764223
t+1,baseline,2023-11-28,11371.550897926241
t+1,baseline,2023-11-29,11360.476178660252
t+1,baseline,2023-11-30,11331.915107774757
t+1,baseline,2023-12-01,11364.264992983353
t+1,baseline,2023-12-04,11258.765211715157
t+1,baseline,2023-12-05,11287.034563791629
t+1,baseline,2023-12-06,11221.752239707064
t+1,baseline,2023-12-07,11378.545083165161
t+1,baseline,2023-12-08,11429.255594023673
t+1,baseline,2023-12-11,11526.886023300867
t+1,baseline,2023-12-12,11618.689150680413
t+1,baseline,2023-12-13,11766.446652477181
t+1,baseline,2023-12-14,11756.247095585866
t+1,baseline,2023-12-15,11813.076630062513
t+1,baseline,2023-12-18,11863.786249744911
t+1,baseline,2023-12-19,11924.40548816416
t+1,baseline,2023-12-20,11747.211748952393
t+1,baseline,2023-12-21,11883.895413871005
t+1,baseline,2023-12-22,11901.673487397136
t+1,baseline,2023-12-26,11974.532545861588
t+1,baseline,2023-12-27,11992.601450108932
t+1,baseline,2023-12-28,11986.772369329345
t+1,baseline,2023-12-29,11934.896751166822
t+1,baseline,2024-01-02,11732.931640038447
t+1,baseline,2024-01-03,11608.779515827093
t+1,baseline,2024-01-04,11549.03544340361
t+1,baseline,2024-01-05,11562.73298204472
t+1,baseline,2024-01-08,11801.711051761957
t+1,baseline,2024-01-09,11825.025596026844
t+1,baseline,2024-01-10,11905.170563674652
t+1,baseline,2024-01-11,11929.94282332026
t+1,baseline,2024-01-12,11936.062735459433
t+1,baseline,2024-01-16,11934.896741471768
t+1,baseline,2024-01-17,11867.575041522077
t+1,baseline,2024-01-18,12036.025154043336
t+1,baseline,2024-01-19,12274.711500364052
t+1,baseline,2024-01-22,12290.741026701762
t+1,baseline,2024-01-23,12341.742370049316
t+1,baseline,2024-01-24,12410.229176812078
t+1,baseline,2024-01-25,12425.384430035267
t+1,baseline,2024-01-26,12351.359373925901
t+1,baseline,2024-01-29,12477.842593648815
t+1,baseline,2024-01-30,12394.783084312243
t+1,baseline,2024-01-31,12152.017077785826
t+1,baseline,2024-02-01,12295.11237569585
t+1,baseline,2024-02-02,12502.906567116532
t+1,baseline,2024-02-05,12486.586208231192
t+1,baseline,2024-02-06,12461.52222927273
t+1,baseline,2024-02-07,12589.753992857302
t+1,baseline,2024-02-08,12613.069426005097
t+1,baseline,2024-02-09,12737.220658062404
t+1,baseline,2024-02-12,12687.385308168346
t+1,baseline,2024-02-13,12489.499855004611
t+1,baseline,2024-02-14,12625.600974812005
t+1,baseline,2024-02-15,12663.19649987518
t+1,baseline,2024-02-16,12548.37054781249
t+1,baseline,2024-02-20,12453.653767410471
t+1,baseline,2024-02-21,12403.817530615152
t+1,baseline,2024-02-22,12766.947722934183
t+1,baseline,2024-02-23,12729.352199957613
t+1,baseline,2024-02-26,12722.648846113954
t+1,baseline,2024-02-27,12753.25018657055
t+1,baseline,2024-02-28,12685.345040855997
t+1,baseline,2024-02-29,12794.05108254187
t+1,baseline,2024-03-01,12986.690017718212
t+1,baseline,2024-03-04,12940.351760980524
t+1,baseline,2024-03-05,12708.077047474275
t+1,baseline,2024-03-06,12787.931181789305
t+1,baseline,2024-03-07,12982.027825609664
t+1,baseline,2024-03-08,12794.633647123415
t+1,baseline,2024-03-11,12747.130287126822
t+1,baseline,2024-03-12,12929.860494207862
t+1,baseline,2024-03-13,12830.480631038476
t+1,baseline,2024-03-14,12798.131636249727
t+1,baseline,2024-03-15,12646.001879156162
t+1,baseline,2024-03-18,12749.753106721264
t+1,baseline,2024-03-19,12781.519549939125
t+1,baseline,2024-03-20,12933.065863236978
t+1,baseline,2024-03-21,12994.267650551215
t+1,baseline,2024-03-22,13009.131183413772
t+1,baseline,2024-03-25,12961.918654459625
t+1,baseline,2024-03-26,12919.95176476585
t+1,baseline,2024-03-27,12963.958033121984
t+1,baseline,2024-03-28,12940.060937577467
t+1,baseline,2024-04-01,12967.456014410945
t+1,baseline,2024-04-02,12855.543716228633
t+1,baseline,2024-04-03,12884.396508182639
t+1,baseline,2024-04-04,12687.385319783878
t+1,baseline,2024-04-05,12836.892255427394
t+1,baseline,2024-04-08,12840.681068742264
t+1,baseline,2024-04-09,12888.185319301592
t+1,baseline,2024-04-10,12775.690463787416
t+1,baseline,2024-04-11,12979.695836857483
t+1,baseline,2024-04-12,12772.775921218947
t+1,baseline,2024-04-15,12562.650636553259
t+1,baseline,2024-04-16,12563.816630520161
t+1,baseline,2024-04-17,12410.52088186669
t+1,baseline,2024-04-18,12339.70209051421
t+1,baseline,2024-04-19,12084.403656403802
t+1,baseline,2024-04-22,12205.9329641732
t+1,baseline,2024-04-23,12388.080621278492
t+1,baseline,2024-04-24,12430.047512283809
t+1,baseline,2024-04-25,12370.01171998665
t+1,baseline,2024-04-26,12560.902102362486
t+1,baseline,2024-04-29,12611.903444014803
t+1,baseline,2024-04-30,12374.091370447893
t+1,baseline,2024-05-01,12284.620229189615
t+1,baseline,2024-05-02,12441.413071471483
t+1,baseline,2024-05-03,12691.465861381552
t+1,baseline,2024-05-06,12830.480626251887
t+1,baseline,2024-05-07,12832.520893397546
t+1,baseline,2024-05-08,12824.94326647013
t+1,baseline,2024-05-09,12852.920897655684
t+1,baseline,2024-05-10,12883.23051543331
t+1,baseline,2024-05-13,12912.956691984731
t+1,baseline,2024-05-14,12996.01619780212
t+1,baseline,2024-05-15,13199.147287159294
t+1,baseline,2024-05-16,13172.335650509698
t+1,baseline,2024-05-17,13165.924017531335
t+1,baseline,2024-05-20,13257.726256821923
t+1,baseline,2024-05-21,13283.663619939849
t+1,baseline,2024-05-22,13281.040800510198
t+1,baseline,2024-05-23,13221.296726123204
t+1,baseline,2024-05-24,13346.323123684198
t+1,baseline,2024-05-28,13396.741025287027
t+1,baseline,2024-05-29,13302.315964510104
t+1,baseline,2024-05-30,13159.803213350759
t+1,baseline,2024-05-31,13135.322675366642
t+1,baseline,2024-06-03,13205.850634685008
t+1,baseline,2024-06-04,13241.9884449299
t+1,baseline,2024-06-05,13508.944155033836
t+1,baseline,2024-06-06,13504.281068293321
t+1,baseline,2024-06-07,13492.332075786659
t+1,baseline,2024-06-10,13546.830511149297
t+1,baseline,2024-06-11,13639.798742120565
t+1,baseline,2024-06-12,13818.449302081519
t+1,baseline,2024-06-13,13893.348628087406
t+1,baseline,2024-06-14,13965.333413531385
t+1,baseline,2024-06-17,14136.406350226633
t+1,baseline,2024-06-18,14140.777715822864
t+1,baseline,2024-06-20,14031.780844555973
t+1,baseline,2024-06-21,13994.185320582093
t+1,baseline,2024-06-24,13812.91193710728
t+1,baseline,2024-06-25,13970.870769908446
t+1,baseline,2024-06-26,13999.7226723309
t+1,baseline,2024-06-27,14035.86048215687
t+1,baseline,2024-06-28,13963.001419394
t+1,baseline,2024-07-01,14044.895823284969
t+1,baseline,2024-07-02,14192.362492362321
t+1,baseline,2024-07-03,14310.685532473257
t+1,baseline,2024-07-05,14459.900744815151
t+1,baseline,2024-07-08,14494.290007223453
t+1,baseline,2024-07-09,14506.821551938243
t+1,baseline,2024-07-10,14658.077033205287
t+1,baseline,2024-07-11,14336.622894744503
t+1,baseline,2024-07-12,14420.848395015773
t+1,baseline,2024-07-15,14459.609022969065
t+1,baseline,2024-07-16,14465.146382928951
t+1,baseline,2024-07-17,14040.523563386203
t+1,baseline,2024-07-18,13974.076134190575
t+1,baseline,2024-07-19,13850.215734618028
t+1,baseline,2024-07-22,14056.553092320535
t+1,baseline,2024-07-23,14007.008575668628
t+1,baseline,2024-07-24,13504.572784839465
t+1,baseline,2024-07-25,13355.648403924482
t+1,baseline,2024-07-26,13492.623795304795
t+1,baseline,2024-07-29,13519.727151871384
t+1,baseline,2024-07-30,13334.08240171053
t+1,baseline,2024-07-31,13728.687317833042
t+1,baseline,2024-08-01,13396.15844972729
t+1,baseline,2024-08-02,13078.201404847394
t+1,baseline,2024-08-05,12688.25956208911
t+1,baseline,2024-08-06,12809.497145092826
t+1,baseline,2024-08-07,12670.773213256343
t+1,baseline,2024-08-08,13058.38396175207
t+1,baseline,2024-08-09,13126.579934788833
t+1,baseline,2024-08-12,13154.849286698078
t+1,baseline,2024-08-13,13481.257353663492
t+1,baseline,2024-08-14,13485.629608644553
t+1,baseline,2024-08-15,13826.318655712581
t+1,baseline,2024-08-16,13844.09583944886
t+1,baseline,2024-08-19,14025.951771512493
t+1,baseline,2024-08-20,13996.517315267809
t+1,baseline,2024-08-21,14061.798748790658
t+1,baseline,2024-08-22,13838.850194964638
t+1,baseline,2024-08-23,13988.939677362101
t+1,baseline,2024-08-26,13853.130277793047
t+1,baseline,2024-08-27,13894.514615049484
t+1,baseline,2024-08-28,13736.847494895064
t+1,baseline,2024-08-29,13716.73832254411
t+1,baseline,2024-08-30,13880.233622286645
t+1,baseline,2024-09-03,13458.817058191238
t+1,baseline,2024-09-04,13423.844351893427
t+1,baseline,2024-09-05,13436.37678588392
t+1,baseline,2024-09-06,13076.452859891402
t+1,baseline,2024-09-09,13244.611247127577
t+1,baseline,2024-09-10,13367.014824289225
t+1,baseline,2024-09-11,13657.285082188964
t+1,baseline,2024-09-12,13791.345937038002
t+1,baseline,2024-09-13,13853.130275814823
t+1,baseline,2024-09-16,13791.928486468063
t+1,baseline,2024-09-17,13799.214392286938
t+1,baseline,2024-09-18,13739.470317373094
t+1,baseline,2024-09-19,14086.861819638174
t+1,baseline,2024-09-20,14060.050183216572
t+1,baseline,2024-09-23,14077.536535617704
t+1,baseline,2024-09-24,14145.440789261447
t+1,baseline,2024-09-25,14158.555776093392
t+1,baseline,2024-09-26,14264.92982550707
t+1,baseline,2024-09-27,14185.659129752774
t+1,baseline,2024-09-30,14224.128928722877
t+1,baseline,2024-10-01,14025.951755327298
t+1,baseline,2024-10-02,14045.770096013013
t+1,baseline,2024-10-03,14035.277928872578
t+1,baseline,2024-10-04,14202.271218262256
t+1,baseline,2024-10-07,14050.141467822992
t+1,baseline,2024-10-08,14259.975029282516
t+1,baseline,2024-10-09,14372.178161449738
t+1,baseline,2024-10-10,14355.85780312685
t+1,baseline,2024-10-11,14378.298073245673
t+1,baseline,2024-10-14,14498.953099328017
t+1,baseline,2024-10-15,14305.148171839828
t+1,baseline,2024-10-16,14306.896718069931
t+1,baseline,2024-10-17,14316.805443728827
t+1,baseline,2024-10-18,14410.647947922947
t+1,baseline,2024-10-21,14438.334746126808
t+1,baseline,2024-10-22,14454.071662499433
t+1,baseline,2024-10-23,14232.579941350818
t+1,baseline,2024-10-24,14347.989328115504
t+1,baseline,2024-10-25,14435.420200090542
t+1,baseline,2024-10-28,14437.751298732848
t+1,baseline,2024-10-29,14576.475231126882
t+1,baseline,2024-10-30,14466.312370204734
t+1,baseline,2024-10-31,14101.142788548272
t+1,baseline,2024-11-01,14205.47656940871
t+1,baseline,2024-11-04,14164.093121243275
t+1,baseline,2024-11-05,14344.78305298912
t+1,baseline,2024-11-06,14734.433158290356
t+1,baseline,2024-11-07,14966.416145718113
t+1,baseline,2024-11-08,14983.903387959623
t+1,baseline,2024-11-11,14975.16065682482
t+1,baseline,2024-11-12,14948.055521218455
t+1,baseline,2024-11-13,14928.821511603694
t+1,baseline,2024-11-14,14825.070278295902
t+1,baseline,2024-11-15,14471.84968225256
t+1,baseline,2024-11-18,14572.394652884572
t+1,baseline,2024-11-19,14672.64878895143
t+1,baseline,2024-11-20,14664.197778520947
t+1,baseline,2024-11-21,14716.94766566518
t+1,baseline,2024-11-22,14740.55393055193
t+1,baseline,2024-11-25,14763.868473457023
t+1,baseline,2024-11-26,14843.139164042255
t+1,baseline,2024-11-27,14726.27294162138
t+1,baseline,2024-11-29,14855.670707708734
t+1,baseline,2024-12-02,15017.417465885588
t+1,baseline,2024-12-03,15063.464889773895
t+1,baseline,2024-12-04,15249.693072867298
t+1,baseline,2024-12-05,15207.434463314523
t+1,baseline,2024-12-06,15343.534694614014
t+1,baseline,2024-12-09,15224.046545993808
t+1,baseline,2024-12-10,15172.170040465053
t+1,baseline,2024-12-11,15443.78883957297
t+1,baseline,2024-12-12,15344.118146420613
t+1,baseline,2024-12-13,15461.567808279642
t+1,baseline,2024-12-16,15684.223740703947
t+1,baseline,2024-12-17,15615.153494034697
t+1,baseline,2024-12-18,15051.806761715286
t+1,baseline,2024-12-19,14984.776781468614
t+1,baseline,2024-12-20,15115.631365952187
t+1,baseline,2024-12-23,15238.326657782532
t+1,mohamed_v1,2021-04-01,10000.0
t+1,mohamed_v1,2021-04-05,10194.54833640717
t+1,mohamed_v1,2021-04-06,10187.466182563536
t+1,mohamed_v1,2021-04-07,10212.101477908069
t+1,mohamed_v1,2021-04-08,10318.650491322114
t+1,mohamed_v1,2021-04-09,10381.163470986721
t+1,mohamed_v1,2021-04-12,10367.61471680334
t+1,mohamed_v1,2021-04-13,10488.637222511881
t+1,mohamed_v1,2021-04-14,10362.687467142443
t+1,mohamed_v1,2021-04-15,10519.739117082929
t+1,mohamed_v1,2021-04-16,10532.05770414782
t+1,mohamed_v1,2021-04-19,10435.67049127977
t+1,mohamed_v1,2021-04-20,10359.607820847712
t+1,mohamed_v1,2021-04-21,10448.296387170689
t+1,mohamed_v1,2021-04-22,10322.346627866777
t+1,mohamed_v1,2021-04-23,10452.299832914114
t+1,mohamed_v1,2021-04-26,10520.355613602569
t+1,mohamed_v1,2021-04-27,10474.779283256727
t+1,mohamed_v1,2021-04-28,10439.365694450249
t+1,mohamed_v1,2021-04-29,10476.935130892112
t+1,mohamed_v1,2021-04-30,10408.262857321855
t+1,mohamed_v1,2021-05-03,10403.058725893196
t+1,mohamed_v1,2021-05-04,10403.058725893196
t+1,mohamed_v1,2021-05-05,10403.058725893196
t+1,mohamed_v1,2021-05-06,10403.058725893196
t+1,mohamed_v1,2021-05-07,10403.058725893196
t+1,mohamed_v1,2021-05-10,10403.058725893196
t+1,mohamed_v1,2021-05-11,10403.058725893196
t+1,mohamed_v1,2021-05-12,10403.058725893196
t+1,mohamed_v1,2021-05-13,10403.058725893196
t+1,mohamed_v1,2021-05-14,10403.058725893196
t+1,mohamed_v1,2021-05-17,10403.058725893196
t+1,mohamed_v1,2021-05-18,10403.058725893196
t+1,mohamed_v1,2021-05-19,10403.058725893196
t+1,mohamed_v1,2021-05-20,10403.058725893196
t+1,mohamed_v1,2021-05-21,10403.058725893196
t+1,mohamed_v1,2021-05-24,10403.058725893196
t+1,mohamed_v1,2021-05-25,10403.058725893196
t+1,mohamed_v1,2021-05-26,10403.058725893196
t+1,mohamed_v1,2021-05-27,10358.958201844373
t+1,mohamed_v1,2021-05-28,10391.63297808767
t+1,mohamed_v1,2021-06-01,10357.091125448518
t+1,mohamed_v1,2021-06-02,10377.318413178613
t+1,mohamed_v1,2021-06-03,10269.334767261393
t+1,mohamed_v1,2021-06-04,10443.60246358216
t+1,mohamed_v1,2021-06-07,10474.721659634408
t+1,mohamed_v1,2021-06-08,10479.700844904615
t+1,mohamed_v1,2021-06-09,10482.189962691898
t+1,mohamed_v1,2021-06-10,10591.418650121415
t+1,mohamed_v1,2021-06-11,10619.114242035494
t+1,mohamed_v1,2021-06-14,10720.874623678861
t+1,mohamed_v1,2021-06-15,10650.856430285845
t+1,mohamed_v1,2021-06-16,10611.957435812172
t+1,mohamed_v1,2021-06-17,10746.703142788734
t+1,mohamed_v1,2021-06-18,10662.370391243236
t+1,mohamed_v1,2021-06-21,10716.205995531587
t+1,mohamed_v1,2021-06-22,10816.099301256725
t+1,mohamed_v1,2021-06-23,10821.389032965631
t+1,mohamed_v1,2021-06-24,10888.296066850447
t+1,mohamed_v1,2021-06-25,10874.91409064374
t+1,mohamed_v1,2021-06-28,11007.170673053573
t+1,mohamed_v1,2021-06-29,11047.003205341678
t+1,mohamed_v1,2021-06-30,11029.576531831515
t+1,mohamed_v1,2021-07-01,11033.933675311417
t+1,mohamed_v1,2021-07-02,11160.589030828864
t+1,mohamed_v1,2021-07-06,11208.823405879824
t+1,mohamed_v1,2021-07-07,11232.47429991473
t+1,mohamed_v1,2021-07-08,11164.633728817695
t+1,mohamed_v1,2021-07-09,11234.341376833963
t+1,mohamed_v1,2021-07-12,11278.219556427954
t+1,mohamed_v1,2021-07-13,11278.219556427954
t+1,mohamed_v1,2021-07-14,11298.446844038888
t+1,mohamed_v1,2021-07-15,11219.092325752106
t+1,mohamed_v1,2021-07-16,11128.224801497385
t+1,mohamed_v1,2021-07-19,11037.04578107859
t+1,mohamed_v1,2021-07-20,11031.52725818805
t+1,mohamed_v1,2021-07-21,11111.136304203306
t+1,mohamed_v1,2021-07-22,11184.584082126716
t+1,mohamed_v1,2021-07-23,11315.191259118697
t+1,mohamed_v1,2021-07-26,11309.53366348914
t+1,mohamed_v1,2021-07-27,11309.53366348914
t+1,mohamed_v1,2021-07-28,11309.53366348914
t+1,mohamed_v1,2021-07-29,11309.53366348914
t+1,mohamed_v1,2021-07-30,11244.965863194104
t+1,mohamed_v1,2021-08-02,11239.343380262508
t+1,mohamed_v1,2021-08-03,11239.343380262508
t+1,mohamed_v1,2021-08-04,11239.343380262508
t+1,mohamed_v1,2021-08-05,11304.978591477317
t+1,mohamed_v1,2021-08-06,11255.43614992594
t+1,mohamed_v1,2021-08-09,11276.232123337255
t+1,mohamed_v1,2021-08-10,11270.594007275588
t+1,mohamed_v1,2021-08-11,11245.61245859152
t+1,mohamed_v1,2021-08-12,11239.989652362225
t+1,mohamed_v1,2021-08-13,11273.801630098216
t+1,mohamed_v1,2021-08-16,11278.692497098595
t+1,mohamed_v1,2021-08-17,11273.053150850046
t+1,mohamed_v1,2021-08-18,11273.053150850046
t+1,mohamed_v1,2021-08-19,11321.85460074053
t+1,mohamed_v1,2021-08-20,11439.130168614427
t+1,mohamed_v1,2021-08-23,11433.410603530121
t+1,mohamed_v1,2021-08-24,11433.410603530121
t+1,mohamed_v1,2021-08-25,11440.819481537921
t+1,mohamed_v1,2021-08-26,11368.17044918963
t+1,mohamed_v1,2021-08-27,11478.671283713129
t+1,mohamed_v1,2021-08-30,11607.487383632168
t+1,mohamed_v1,2021-08-31,11598.024666929654
t+1,mohamed_v1,2021-09-01,11617.254717653277
t+1,mohamed_v1,2021-09-02,11611.760417254125
t+1,mohamed_v1,2021-09-03,11647.475233499847
t+1,mohamed_v1,2021-09-07,11663.958135109722
t+1,mohamed_v1,2021-09-08,11623.360117508368
t+1,mohamed_v1,2021-09-09,11583.372268958514
t+1,mohamed_v1,2021-09-10,11495.459737308494
t+1,mohamed_v1,2021-09-13,11487.522904345858
t+1,mohamed_v1,2021-09-14,11481.779142893685
t+1,mohamed_v1,2021-09-15,11561.360145276258
t+1,mohamed_v1,2021-09-16,11569.311651048318
t+1,mohamed_v1,2021-09-17,11432.30590879485
t+1,mohamed_v1,2021-09-20,11426.589755840452
t+1,mohamed_v1,2021-09-21,11426.589755840452
t+1,mohamed_v1,2021-09-22,11426.589755840452
t+1,mohamed_v1,2021-09-23,11426.589755840452
t+1,mohamed_v1,2021-09-24,11426.589755840452
t+1,mohamed_v1,2021-09-27,11426.589755840452
t+1,mohamed_v1,2021-09-28,11426.589755840452
t+1,mohamed_v1,2021-09-29,11426.589755840452
t+1,mohamed_v1,2021-09-30,11426.589755840452
t+1,mohamed_v1,2021-10-01,11426.589755840452
t+1,mohamed_v1,2021-10-04,11426.589755840452
t+1,mohamed_v1,2021-10-05,11426.589755840452
t+1,mohamed_v1,2021-10-06,11426.589755840452
t+1,mohamed_v1,2021-10-07,11426.589755840452
t+1,mohamed_v1,2021-10-08,11426.589755840452
t+1,mohamed_v1,2021-10-11,11426.589755840452
t+1,mohamed_v1,2021-10-12,11426.589755840452
t+1,mohamed_v1,2021-10-13,11426.589755840452
t+1,mohamed_v1,2021-10-14,11426.589755840452
t+1,mohamed_v1,2021-10-15,11426.589755840452
t+1,mohamed_v1,2021-10-18,11426.589755840452
t+1,mohamed_v1,2021-10-19,11426.589755840452
t+1,mohamed_v1,2021-10-20,11405.972159534442
t+1,mohamed_v1,2021-10-21,11475.627673914918
t+1,mohamed_v1,2021-10-22,11379.204574612204
t+1,mohamed_v1,2021-10-25,11495.70336835419
t+1,mohamed_v1,2021-10-26,11531.900324423143
t+1,mohamed_v1,2021-10-27,11558.667913463267
t+1,mohamed_v1,2021-10-28,11687.029999867727
t+1,mohamed_v1,2021-10-29,11744.518679678506
t+1,mohamed_v1,2021-11-01,11784.670065757831
t+1,mohamed_v1,2021-11-02,11833.946341801453
t+1,mohamed_v1,2021-11-03,11959.570962157844
t+1,mohamed_v1,2021-11-04,12112.875662925531
t+1,mohamed_v1,2021-11-05,12124.434479462103
t+1,mohamed_v1,2021-11-08,12108.008743609056
t+1,mohamed_v1,2021-11-09,12024.664960787768
t+1,mohamed_v1,2021-11-10,11847.93908237277
t+1,mohamed_v1,2021-11-11,11880.789623563534
t+1,mohamed_v1,2021-11-12,12005.806224418078
t+1,mohamed_v1,2021-11-15,12003.067828365996
t+1,mohamed_v1,2021-11-16,12088.541987055301
t+1,mohamed_v1,2021-11-17,12094.9294122967
t+1,mohamed_v1,2021-11-18,12220.249560066522
t+1,mohamed_v1,2021-11-19,12288.384568254705
t+1,mohamed_v1,2021-11-22,12145.726203576856
t+1,mohamed_v1,2021-11-23,12090.36697594955
t+1,mohamed_v1,2021-11-24,12129.30139841566
t+1,mohamed_v1,2021-11-26,11899.34481129729
t+1,mohamed_v1,2021-11-29,12157.589478374799
t+1,mohamed_v1,2021-11-30,12151.510683635612
t+1,mohamed_v1,2021-12-01,12151.510683635612
t+1,mohamed_v1,2021-12-02,12151.510683635612
t+1,mohamed_v1,2021-12-03,11934.242514008114
t+1,mohamed_v1,2021-12-06,11928.275392751111
t+1,mohamed_v1,2021-12-07,11928.275392751111
t+1,mohamed_v1,2021-12-08,11928.275392751111
t+1,mohamed_v1,2021-12-09,11928.275392751111
t+1,mohamed_v1,2021-12-10,11928.275392751111
t+1,mohamed_v1,2021-12-13,11928.275392751111
t+1,mohamed_v1,2021-12-14,11928.275392751111
t+1,mohamed_v1,2021-12-15,12194.109710271538
t+1,mohamed_v1,2021-12-16,12188.012655416402
t+1,mohamed_v1,2021-12-17,12188.012655416402
t+1,mohamed_v1,2021-12-20,12188.012655416402
t+1,mohamed_v1,2021-12-21,12188.012655416402
